id,barcode,name,description,price,brand,amount,image_url,source,ingredients,conservation,preparation,nutrients,discount_id,category_id
347,8001120926814, senza lattosio Yogurt Magro al caffè alta digeribilità 2 x 125 g,"Questo yogurt ad alta digeribilità, molto gustoso e senza grassi è ideale per la prima colazione o per una piacevole pausa durante la giornata.Bene.sì, La linea Bene sì Coop è dedicata a chi vuole trattarsi bene ogni giorno attraverso un'alimentazione adeguata alle proprie specifiche esigenze, perché comprende prodotti che contribuiscono al benessere quotidiano., Il prodotto contiene glucosio e galattosio in conseguenza della scissione del lattosio, <0,01% di lattosio, 250g e (2x125g e)",2.65,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/7485790-1430548-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8OTg2N3xpbWFnZS9qcGVnfGhkZS9oY2QvODg1ODg4MDUwNzkzNC5qcGd8ZTY1ZGExNDUzYzRmYWQyMjMyNjIwZTFiZWU2YWE1MDVhOGY1NGE2NDk5MjA0MGRkM2I5MTUzYmJhOTBiNDdjYw,Latte: Italia,"Yogurt magro (latte magro, fermenti lattici vivi), Preparazione al caffè 14% (zucchero, amido modificato di tapioca, caffè solubile 2%, aromi), SENZA GLUTINE, ORIGINE DEL LATTE: ITALIA","Modalità di conservazione, Conservare in frigorifero tra 0°C e +4°C.",,"Energia: 314 kJ, Grassi: 74 kcal, di cui acidi grassi saturi: 92 kcal, Carboidrati: 0 g, di cui zuccheri: 0 g, Fibre: 0 g, Proteine: 0 g, Sale: 14 g", ,6
348,8001120926852, senza lattosio Mix Cremoso Yogurt Intero fior di latte con cereali e biscotti al cioccolato 150 g,"<0,01% di lattosio, Il prodotto contiene glucosio e galattosio in conseguenza della scissione del lattosio, Alta digeribilità, 150g",2.55,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/7485801-1480340-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MjI3NTB8aW1hZ2UvanBlZ3xoODEvaGIyLzg4MzI2MTU4NzQ1OTAuanBnfGZjZDNhNzkyMDBmY2ViYjkxMDQ5OTkwN2RjMWQ1MmVmZTUyZGE4MDZhYzgxMjNiOTEyMDY2ODUwYzYwYjQ0MDc,Latte: Italia,"Yogurt (135g): yogurt intero (latte intero, fermenti lattici vivi), preparazione dolciaria 10% (zucchero, amido modificato di tapioca, aroma, addensante: pectina; correttore di acidità: acido lattico), Mix di cereali e biscotti al cioccolato (15g): cereali 70% (fiocchi d'avena, zucchero, farina di riso, miele, estratto di malto d'orzo, sale), biscotti al cioccolato 30% (cioccolato 60%: pasta di cacao, zucchero, burro di cacao, emulsionante: poliricinoleato di poliglicerolo; aroma naturale di vaniglia; biscotti: farina di frumento, zucchero, olio di girasole, sciroppo di glucosio-fruttosio, agenti lievitanti: sodio bicarbonato, ammonio bicarbonato; aromi, agenti di rivestimento: gomma arabica, gomma lacca), Può contenere tracce di: uova, soia e frutta a guscio",Conservare in frigorifero tra 0°C e +4°C.,,"Energia: 532 kJ, Grassi: 4,9 g, di cui acidi grassi saturi: 2,3 g, Carboidrati: 16 g, di cui zuccheri: 12 g, Fibre: 0,7 g, Proteine: 3,8 g, Sale: 0,13 g", ,6
349,8001120926845, senza lattosio Mix Cremoso Yogurt Intero alla vaniglia con preparazione di lamponi 150 g,"<0,01% di lattosio, Il prodotto contiene glucosio e galattosio in conseguenza della scissione del lattosio, Alta digeribilità, 150g",4.45,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/7485799-1480339-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MjIxNTZ8aW1hZ2UvanBlZ3xoMzIvaDJmLzg4MzI2MTQzMDE3MjYuanBnfGFkMTZjY2M2MjUzZTg0MmY2ZjI3NGJkZmVmYjVkOTkwMDNlYTY0YzY2Zjk1ODJmNmRlZGQxMjk2ZTdkNDMzMzY,Latte: Italia,"Yogurt (115g): yogurt intero (latte intero, fermenti lattici vivi), preparazione dolciaria 12% (zucchero, amido modificato di tapioca, estratto naturale di vaniglia 1%, aroma, addensante: pectina; correttore di acidità: acido lattico), Preparazione di lamponi (35g): lamponi 50%, zucchero, amido modificato di tapioca, succo concentrato di limone, aroma , SENZA GLUTINE ",Conservare in frigorifero tra 0°C e +4°C.,,"Energia: 411 kJ, Grassi: 3 g, di cui acidi grassi saturi: 1,4 g, Carboidrati: 14 g, di cui zuccheri: 13 g, Fibre: 0,6 g, Proteine: 2,7 g, Sale: 0,07 g", ,6
350,8001120941633, SojaYo bianco cremoso 2 x 125 g,"SojaYo è una valida alternativa allo yogurt, è indicato anche per i vegetariani, gli intolleranti al lattosio e alle proteine animali. SojaYo è:- Fonte di calcio: è necessario per il mantenimento di ossa normali; - Fonte di riboflavina (B2): contribuisce alla riduzione della stanchezza e dell'affaticamento; - Fonte di vitamina B12: contribuisce alla normale funzione del sistema immunitario; - Ricco di vitamina D: contribuisce al normale assorbimento del calcio e del fosforo; - La riduzione dell'assunzione di grassi saturi contribuisce al mantenimento di livelli normali di colesterolo nel sangue; - Con soia Italiana No OGM.Un vasetto contiene almeno un miliardo di benefici fermenti Bifidobacterium lactis. Si consiglia di consumare 1 vasetto al giorno, di praticare uno stile di vita sano e di seguire una dieta varia ed equilibrata.Fonte di calcio, Fonte di vitamine B2, B12, D, A basso contenuto di grassi saturi, naturalmente senza lattosio, Nuova Ricetta, 250g e - 2 x 125g e",1.05,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/6926303-1300848-P.jpeg-300Wx300H?context=bWFzdGVyfHJvb3R8MTA5NDJ8aW1hZ2UvanBlZ3xoNGEvaDhhLzg4NDk0MzUyNjMwMDYuanBnfDUxNDgzMWNmYTg5YjY3ZGYzZjFmZTFjNDRiODc5ZmEyNTI4Mjc2Yzc3NGRjYjgxNmUyYjUwNDQxNjQxNzBlZWY,,"Acqua, Semi di soia 7%, Zucchero 6,4%, Sciroppo di glucosio-fruttosio, Amido modificato di mais, Fosfato di calcio, Aromi naturali, Sale, Estratto di bacche di vaniglia, Vitamine: B2, B12, D, Fermenti vivi, Bifidobacterium lactis, SENZA GLUTINE",Modalità di conservazione: Conservare in frigorifero tra 0° e +4°C.,,"Energia: 316 kJ, Grassi: 75 kcal, di cui acidi grassi saturi: 94 kcal, Carboidrati: 1,6 g, di cui zuccheri: 2 g, Fibre: 0,2 g, Proteine: 0,3 g, Sale: 12 g, Vitamina D: 15 g, Riboflavina: 11 g, Vitamina B12: 14 g, Calcio: 0 g", ,6
351,8001120933171, Latte fermentato bianco 8 x 100 g,"Gli Steroli Vegetali sono molecole che contribuiscono al mantenimento di livelli normali di colesterolo nel sangue, fattore di rischio per lo sviluppo di malattie cardiovascolari. L'effetto benefico si ottiene mediante l'assunzione giornaliera di almeno 0,8g di Steroli Vegetali.Si consiglia di consumare 1 bottiglietta al giorno dopo uno dei pasti principali, di praticare uno stile di vita sano e di seguire una dieta varia ed equilibrata.Bene.sì, La linea Bene.sì Coop è dedicata a chi vuole trattarsi bene ogni giorno attraverso un'alimentazione adeguata alle proprie specifiche esigenze, perché comprende prodotti che contribuiscono al benessere quotidiano., Confezione unitaria da 8 bottigliette. Da non vendersi separatamente., - Solo aromi naturali, Con Steroli Vegetali che contribuiscono al mantenimento di livelli normali di colesterolo nel sangue, 800g - (8x100g e)",0.4,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/7018099-1271347-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTAwMDl8aW1hZ2UvanBlZ3xoN2QvaGZmLzg4NzI0MTIzMTU2NzguanBnfDM2Y2UwN2UxYWQyN2FhNDU5NTczMmY5ODcxNzQzNjg2MmE0N2Y1MDFkOTAwNGYzMjA2MjNkM2VhNGViYzI5ZWM,"Latte: Francia, Germania, Latte fermentato: Francia","Latte scremato, Steroli vegetali 1,6%, Latte scremato in polvere, Amido modificato di mais, Addensante: pectine, Aromi naturali, Fermenti lattici (Streptococcus thermophilus e Lactobacillus delbruekii ssp. bulgaricus), Edulcoranti (acesulfame k, sucralosio), SENZA GLUTINE, ORIGINE DEL LATTE: FRANCIA","Modalità di conservazione:, Conservare in frigo tra 0° e +4°C.","Agitare bene prima dell'uso., Precauzioni di consumo:, - Non è destinato alle persone che non hanno necessità di controllare i livello di colesterolo nel sangue. Va evitato il consumo di oltre 3 g/giorno di steroli vegetali aggiunti., - I pazienti che seguono un trattamento ipocolesterolemizzante devono consumare il prodotto solo sotto controllo medico., - Potrebbe risultare inadeguato dal punto di vista nutrizionale per le donne in gravidanza, le donne che allattano e i bambini di età inferiore ai 5 anni., - Il suo consumo regolare deve essere abbinato a una dieta varia e bilanciata, che comporti il consumo regolare di frutta e verdura così da contribuire a mantenere i livelli di carotenoidi.","Energia: 167 kJ, Grassi: 1,1 g, di cui acidi grassi saturi: 0 g, Carboidrati: 4,2 g, di cui zuccheri: 4 g, Fibre: 0 g, Proteine: 3,2 g, Sale: 0,1 g", ,6
352,8001120926807, senza lattosio Yogurt Magro bianco dolce alta digeribilità 2 x 125 g,"Questo yogurt ad alta digeribilità, molto gustoso e senza grassi è ideale per la prima colazione o per una piacevole pausa durante la giornata.Bene.sì, La linea Bene sì Coop è dedicata a chi vuole trattarsi bene ogni giorno attraverso un'alimentazione adeguata alle proprie specifiche esigenze, perché comprende prodotti che contribuiscono al benessere quotidiano., Il prodotto contiene glucosio e galattosio in conseguenza della scissione del lattosio, <0,01% di lattosio, 250g (2x125g e)",2.95,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/7485764-1430547-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8OTE4M3xpbWFnZS9qcGVnfGg1ZC9oYWMvODg1ODg4MTAzMjIyMi5qcGd8YTY2ODc1MTcxMGRiZjFjZjc3NDAxNjFiNTUxZDgxZTlmMzhhYmZiY2MxMjJlNzFjZGQ0NWIxMmM0OTkxNGE0Zg,Latte: Italia,"Yogurt magro (latte magro, fermentilattici vivi), Preparazione dolciaria 20% (acqua, zucchero, zucchero d'uva, amido modificato di tapioca, addensante: pectina; aromi, correttore di acidità: acido tartarico), SENZA GLUTINE, ORIGINE DEL LATTE: ITALIA","Modalità di conservazione, Conservare in frigorifero tra 0°C e +4°C.",,"Energia: 271 kJ, Grassi: 64 kcal, di cui acidi grassi saturi: 80 kcal, Carboidrati: 0 g, di cui zuccheri: 0 g, Fibre: 0 g, Proteine: 0 g, Sale: 12 g", ,6
353,8001120480668, SojaYo frutta e cereali 2 x 125 g,"SojaYo gustoso e cremoso, è prodotto con soia 100% italiana ogm free e naturalmente senza lattosio. Valida alternativa allo yogurt, è ideale per una pausa durante la giornata e per chi segue un'alimentazione vegetariana. SojaYo è:- Fonte di Calcio: è necessario per il mantenimento di ossa normali; - Fonte di Vitamina B2: contribuisce alla riduzione della stanchezza e dell'affaticamento; - Fonte di Vitamina B12: contribuisce alla normale funzione del sistema immunitario; - Ricco di Vitamina D: contribuisce al normale assorbimento del calcio e del fosforo; - La Riduzione dell'Assunzione di Grassi Saturi contribuisce al mantenimento di livelli normali di colesterolo nel sangue; - Naturalmente Senza Lattosio.Un vasetto contiene almeno un miliardo di benefici fermenti vivi. Si consiglia di consumare un vasetto al giorno, di praticare uno stile di vita sano e di seguire una dieta varia ed equilibrata.Fonte di calcio, Fonte di vitamine B2, B12, D, A basso contenuto di grassi, No OGM, 250g e 2x125g e",4.85,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/6926325-1300778-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTA5NjF8aW1hZ2UvanBlZ3xoNmUvaDA3Lzg4NTk3NDE4MTQ4MTQuanBnfGJhMTYzZGE3MmQwOGFjMTk4NTI4NTIzOGFhYzFiNmMyMmNjMThlZDgwNWUxYTI0Y2E4OGQ3YTMyODgzMDAwMDM,"Mela: Serbia, Pesca: Thailandia, Soia: Italia","Estratto liquido di soia (acqua, semi di soia 6,7% sul prodotto finito), Frutta 7,7% (purea di prugne essiccate, pesca, polpa di ananas, mela), Zucchero, Cereali 1,1% (fiocchi di avena e fiocchi di orzo), Aromi naturali, Fosfato di calcio, Gelificante: pectina, Vitamine: B2, B12 e D2, Fermenti vivi, Bifidobacterium Lactis",Modalità di conservazione: Conserva in frigorifero tra 0° e +4°C.,,"Energia: 316 kJ, Grassi: 75 kcal, di cui acidi grassi saturi: 94 kcal, Carboidrati: 1,6 g, di cui zuccheri: 2 g, Fibre: 0,2 g, Proteine: 0,3 g, Sale: 12 g, Vitamina D: 15 g, Riboflavina: 11 g, Vitamina B12: 14 g, Calcio: 0 g", ,6
354,8001120926821, senza lattosio Yogurt Magro alla fragola alta digeribilità 2 x 125 g,"Questo yogurt ad alta digeribilità, molto gustoso e senza grassi è ideale per la prima colazione o per una piacevole pausa durante la giornata.Bene.sì, La linea Bene sì Coop è dedicata a chi vuole trattarsi bene ogni giorno attraverso un'alimentazione adeguata alle proprie specifiche esigenze, perché comprende prodotti che contribuiscono al benessere quotidiano., Il prodotto contiene glucosio e galattosio in conseguenza della scissione del lattosio, <0,01% di lattosio, 250g (2x125g e)",3.1,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/7485793-1413225-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTAxMjB8aW1hZ2UvanBlZ3xoMjIvaDhmLzg4NTg4NDY3ODk2NjIuanBnfGMxYmI3N2VjZWU5M2IzNjY5NmQyMjM1MmU5MjU2NjM4MjdjZDIxNTMzZmI4MjFlMWE5OWQwOTRhMDNkODc0YmQ,Latte: Italia,"Yogurt magro (latte magro, fermenti lattici vivi), Preparazione alla fragola 20% (fragola 50%, fruttosio, amido modificato di tapioca, correttore di acidità: acido citrico; aromi, succo concentrato di carota nera), SENZA GLUTINE, ORIGINE DEL LATTE: ITALIA","Modalità di conservazione, Conservare in frigorifero tra 0°C e +4°C.",,"Energia: 309 kJ, Grassi: 73 kcal, di cui acidi grassi saturi: 91 kcal, Carboidrati: 0 g, di cui zuccheri: 0 g, Fibre: 0 g, Proteine: 0 g, Sale: 14 g", ,6
355,8001120933188, Latte fermentato alla fragola 8 x 100 g,"Gli Steroli Vegetali sono molecole che contribuiscono al mantenimento di livelli normali di colesterolo nel sangue, fattore di rischio per lo sviluppo di malattie cardiovascolari. L'effetto benefico si ottiene mediante l'assunzione giornaliera di almeno 0,8g di Steroli Vegetali.Si consiglia di consumare 1 bottiglietta al giorno dopo uno dei pasti principali, di praticare uno stile di vita sano e di seguire una dieta varia ed equilibrata.Bene.sì, La linea Bene.sì Coop è dedicata a chi vuole trattarsi bene ogni giorno attraverso un'alimentazione adeguata alle proprie specifiche esigenze, perché comprende prodotti che contribuiscono al benessere quotidiano., Confezione unitaria da 8 bottigliette. Da non vendersi separatamente., - Solo aromi naturali, Con Steroli Vegetali che contribuiscono al mantenimento di livelli normali di colesterolo nel sangue, 800g - (8x100g e)",4.6,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/7018100-1271355-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTEyMTJ8aW1hZ2UvanBlZ3xoYTcvaDA4Lzg4NzI0MDU0OTk5MzQuanBnfGVkYzIzYjNmMWNhMGQ4N2U3NzEyYWRlNzExOWIyMDNmMDRhZDM2ZTkxYWNjZTdhMjE5MzMwZGMyYmRjNDdhMWI,"Fragola: Italia, Marocco, Spagna, Turchia, Latte: Francia, Germania, Latte fermentato: Francia","Latte scremato, Steroli vegetali 1,6%, Oligofruttosio, Fragola 1%, Latte scremato in polvere, Amido modificato di mais, Aromi naturali, Succo concentrato di carota, Succo concentrato di carota nera, Concentrato di carota, Fermenti lattici (Streptococcus thermophilus e Lactobacillus delbruekii ssp. bulgaricus), Edulcoranti (acesulfame K, sucralosio), SENZA GLUTINE, ORIGINE DEL LATTE: FRANCIA","Modalità di conservazione:, Conservare in frigo tra 0° e +4°C.","Agitare bene prima dell'uso., Precauzioni di consumo:, - Non è destinato alle persone che non hanno necessità di controllare il livello di colesterolo nel sangue. Va evitato il consumo di oltre 3 g/giorno di steroli vegetali aggiunti., - I pazienti che seguono un trattamento ipocolesterolemizzante devono consumare il prodotto solo sotto controllo medico., - Potrebbe risultare inadeguato dal punto di vista nutrizionale per le donne in gravidanza, le donne che allattano e i bambini di età inferiore ai 5 anni., - Il suo consumo regolare deve essere abbinato a una dieta varia e bilanciata, che comporti il consumo regolare di frutta e verdura così da contribuire a mantenere i livelli di carotenoidi.","Energia: 180 kJ, Grassi: 1,1 g, di cui acidi grassi saturi: 0 g, Carboidrati: 4,5 g, di cui zuccheri: 4,3 g, Fibre: 1,1 g, Proteine: 3,2 g, Sale: 0,1 g", ,6
356,8001120854360, Probiotico con fichi e semi 2 x 125 g,"Un vasetto di probiotico Bene.sì Coop contiene almeno un miliardo di benefici fermenti Bifidobacetrium (BB-12).Il consumo regolare di un vasetto al giorno, unito ad una dieta varia ed equilibrata e ad uno stile di vita sano, favorisce l'equilibrio della flora intestinale.Il probiotico Bene.sì Coop è prodotto con latte di montagna dell'Alto Adige, raccolto ogni giorno da mucche allevate secondo la tradizione alpina.Bene.sì, La linea Bene.sì Coop è dedicata a chi vuole trattarsi bene ogni giorno attraverso un'alimentazione adeguata alle proprie specifiche esigenze, perché comprende prodotti che contribuiscono al benessere quotidiano., - Solo aromi naturali, Con Bifidobacterium BB12 favorisce l'equilibrio della flora intestinale, 250g - 2x125g e",3.7,BENE SI', ,http://www.catalogoprodotti.coop.it/medias/4444691-1717302-P.jpg-300Wx300H?context=bWFzdGVyfHJvb3R8MTAxNzh8aW1hZ2UvanBlZ3xoNTEvaGZiLzg4NjA3MzA0NTgxNDIuanBnfDY2MTRiY2YwOTg2NTdmOTdmZTI3OThjYTlkNzBiZGUyOGVjNTY3MGNjMzkyYWExNDUzMmI1NzQ5MDdkNjQxMmE,"Fichi: Turchia, Latte: Italia","Latte fermentato con Lactobacillus bulgaricus, Streptococcus thermophilus e Bifidobacterium BB-12, Preparazione di fico e semi 18% (fico 6,6%*, zucchero, oligofruttosio, miglio 0,8%*, fiocchi di avena 0,8%, amaranto 0,5%*, semi di girasole 0,5%* frumento 0,1%*, correttore di acidità: acido citrico, citrato trisodico; aromi naturali, concentrato di carota nera, amido modificato di mais)  , Zucchero, * sul totale del prodotto finito, Può contenere tracce di frutta a guscio, Senza conservanti e senza coloranti artificiali","Modalità di conservazione:, Conserva in frigorifero tra 0° e + 4°C.",,"Energia: 422 kJ, Grassi: 100 kcal, di cui acidi grassi saturi: 126 kcal, Carboidrati: 2,8 g, di cui zuccheri: 3,5 g, Fibre: 1,8 g, Proteine: 2,3 g, Sale: 15 g", ,6
